origin_index,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,prep_Geography_0,prep_Geography_1,prep_Gender_0,prep_Gender_1,prep_Age,prep_Balance,prep_CreditScore,prep_EstimatedSalary,prep_HasCrCard,prep_IsActiveMember,prep_NumOfProducts,prep_Tenure,TCR-prob_0,TCR-prob_1,TCR-pred_Exited,Exited,result_key
1149,4390,15756425,Barnes,660,France,Male,30,7,146301.31,1,0,0,96847.91,1,0,1,0,30.0,146301.31,660.0,96847.91,0.0,0.0,1.0,7.0,0.9196124780007409,0.08038752199925912,0,0,20241203-161226
1150,7984,15628272,Singh,774,France,Female,36,9,114997.42,1,1,0,75304.09,1,0,0,1,36.0,114997.42,774.0,75304.09,1.0,0.0,1.0,9.0,0.8595327283475358,0.14046727165246425,0,0,20241203-161226
1151,2092,15672945,Parkes,661,France,Female,37,5,136425.18,1,1,0,81102.81,1,0,0,1,37.0,136425.18,661.0,81102.81,1.0,0.0,1.0,5.0,0.8558248234427286,0.14417517655727136,0,0,20241203-161226
1152,2415,15806027,Niu,556,France,Female,52,9,0.0,1,1,0,175149.2,1,0,0,1,52.0,0.0,556.0,175149.2,1.0,0.0,1.0,9.0,0.08265304266245366,0.9173469573375463,1,1,20241203-161226
1153,8207,15572415,Preston,580,France,Male,34,6,0.0,2,1,1,160095.31,1,0,1,0,34.0,0.0,580.0,160095.31,1.0,1.0,2.0,6.0,0.9876184135617111,0.01238158643828886,0,0,20241203-161226
1154,5494,15682084,Chinomso,680,France,Male,31,9,0.0,2,1,0,36145.53,1,0,1,0,31.0,0.0,680.0,36145.53,1.0,0.0,2.0,9.0,0.9821633882599197,0.017836611740080367,0,0,20241203-161226
1155,3150,15723373,Page,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0,1,0,1,34.0,117451.47,643.0,65374.86,1.0,0.0,1.0,8.0,0.8355478615509981,0.1644521384490018,0,0,20241203-161226
1156,821,15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,1,1,1,0,36.0,132578.92,659.0,84320.94,1.0,0.0,2.0,4.0,0.9257952550209233,0.07420474497907671,0,0,20241203-161226
1157,2952,15671655,Thorpe,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1,1,1,0,31.0,143966.3,763.0,140262.96,1.0,1.0,2.0,7.0,0.9699016505659815,0.030098349434018463,0,1,20241203-161226
1158,2241,15670345,Mazzi,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,1,1,0,1,33.0,127211.45,785.0,191961.83,0.0,0.0,1.0,6.0,0.6202158374154747,0.37978416258452524,0,0,20241203-161226
1159,7963,15623630,Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1,1,0,1,56.0,116251.24,634.0,42429.88,0.0,1.0,1.0,3.0,0.37611888963008566,0.6238811103699143,1,1,20241203-161226
1160,7494,15683276,Sargood,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0,1,0,1,37.0,140363.95,610.0,129563.86,1.0,1.0,2.0,10.0,0.9475623441852213,0.05243765581477866,0,0,20241203-161226
1161,7146,15723827,Macartney,683,France,Male,30,4,114779.35,1,0,0,183171.47,1,0,1,0,30.0,114779.35,683.0,183171.47,0.0,0.0,1.0,4.0,0.916999247806396,0.08300075219360398,0,0,20241203-161226
1162,4109,15769389,Wan,709,Germany,Female,39,9,124723.92,1,1,0,73641.86,1,1,0,1,39.0,124723.92,709.0,73641.86,1.0,0.0,1.0,9.0,0.5540429281569335,0.44595707184306654,0,0,20241203-161226
1163,918,15719856,Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44,1,0,0,1,45.0,47134.75,646.0,57236.44,1.0,1.0,1.0,3.0,0.6279260900270134,0.37207390997298656,0,0,20241203-161226
1164,5696,15773591,Jobson,787,France,Male,46,7,117685.31,2,1,1,93360.35,1,0,1,0,46.0,117685.31,787.0,93360.35,1.0,1.0,2.0,7.0,0.8781342992845982,0.12186570071540177,0,0,20241203-161226
1165,9170,15659002,Mazzanti,766,France,Female,45,6,0.0,2,0,0,147184.74,1,0,0,1,45.0,0.0,766.0,147184.74,0.0,0.0,2.0,6.0,0.8971756283550126,0.10282437164498733,0,0,20241203-161226
1166,622,15603134,Pai,656,Spain,Female,40,10,167878.5,1,0,1,151887.16,0,1,0,1,40.0,167878.5,656.0,151887.16,0.0,1.0,1.0,10.0,0.9261828887931737,0.07381711120682634,0,0,20241203-161226
1167,1001,15691111,Pai,648,Germany,Female,42,8,121980.56,2,1,0,4027.02,1,1,0,1,42.0,121980.56,648.0,4027.02,1.0,0.0,2.0,8.0,0.8080478403052533,0.19195215969474672,0,0,20241203-161226
1168,7322,15689268,Fitzpatrick,584,France,Male,36,9,0.0,1,1,1,105818.51,1,0,1,0,36.0,0.0,584.0,105818.51,1.0,1.0,1.0,9.0,0.9186698996337979,0.08133010036620217,0,0,20241203-161226
1169,5720,15636520,Milani,692,France,Male,27,1,125547.53,1,0,0,7900.46,1,0,1,0,27.0,125547.53,692.0,7900.46,0.0,0.0,1.0,1.0,0.947189769373228,0.052810230626772064,0,0,20241203-161226
1170,7516,15764841,Vidler,623,France,Female,35,0,130557.24,1,1,1,47880.71,1,0,0,1,35.0,130557.24,623.0,47880.71,1.0,1.0,1.0,0.0,0.9086475095320252,0.09135249046797474,0,0,20241203-161226
1171,5739,15654074,Tuan,653,France,Male,38,8,119315.75,1,1,0,150468.35,1,0,1,0,38.0,119315.75,653.0,150468.35,1.0,0.0,1.0,8.0,0.8922912353424856,0.10770876465751449,0,0,20241203-161226
1172,9171,15616028,T'ao,694,France,Male,30,2,0.0,3,0,1,15039.41,1,0,1,0,30.0,0.0,694.0,15039.41,0.0,1.0,3.0,2.0,0.7586095177093306,0.24139048229066937,0,0,20241203-161226
1173,2715,15710928,McChesney,665,France,Female,55,8,136354.16,1,1,1,93769.89,1,0,0,1,55.0,136354.16,665.0,93769.89,1.0,1.0,1.0,8.0,0.6863400042581767,0.31365999574182335,0,0,20241203-161226
1174,8996,15580623,Yefremova,573,Spain,Male,28,8,0.0,2,0,0,77660.03,0,1,1,0,28.0,0.0,573.0,77660.03,0.0,0.0,2.0,8.0,0.9816136277996311,0.018386372200368876,0,0,20241203-161226
1175,7271,15706268,Smith,697,Germany,Male,51,1,147910.3,1,1,1,53581.14,1,1,1,0,51.0,147910.3,697.0,53581.14,1.0,1.0,1.0,1.0,0.43615155848848197,0.563848441511518,1,0,20241203-161226
1176,3556,15629094,Fomin,528,France,Female,36,1,156948.41,1,1,1,149912.28,1,0,0,1,36.0,156948.41,528.0,149912.28,1.0,1.0,1.0,1.0,0.900617302395528,0.09938269760447206,0,1,20241203-161226
1177,2752,15720671,Ibezimako,704,France,Male,42,8,129735.3,2,1,1,179565.57,1,0,1,0,42.0,129735.3,704.0,179565.57,1.0,1.0,2.0,8.0,0.9303908352698458,0.06960916473015419,0,0,20241203-161226
1178,3249,15800515,Singh,516,France,Male,35,5,128653.59,1,1,0,127558.26,1,0,1,0,35.0,128653.59,516.0,127558.26,1.0,0.0,1.0,5.0,0.9157336648876412,0.08426633511235877,0,0,20241203-161226
1179,5126,15656086,Bovee,542,Spain,Male,54,8,105770.14,1,0,1,140929.98,0,1,1,0,54.0,105770.14,542.0,140929.98,0.0,1.0,1.0,8.0,0.7450468979625484,0.2549531020374516,0,1,20241203-161226
1180,7311,15740487,Ross,627,France,Female,41,6,0.0,3,1,1,138700.75,1,0,0,1,41.0,0.0,627.0,138700.75,1.0,1.0,3.0,6.0,0.3282196213899822,0.6717803786100178,1,1,20241203-161226
1181,5563,15614361,Liao,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,1,1,0,42.0,121490.05,620.0,29296.74,1.0,1.0,1.0,9.0,0.9158422974809729,0.08415770251902713,0,0,20241203-161226
1182,7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,1,0,1,45.0,121874.89,850.0,6865.41,0.0,0.0,1.0,1.0,0.2519831554472327,0.7480168445527673,1,1,20241203-161226
1183,5748,15688128,Loggia,542,Spain,Male,34,8,108653.93,1,0,1,144725.14,0,1,1,0,34.0,108653.93,542.0,144725.14,0.0,1.0,1.0,8.0,0.935939862371808,0.06406013762819195,0,0,20241203-161226
1184,601,15683503,Hudson,601,France,Female,43,8,0.0,3,0,1,110916.15,1,0,0,1,43.0,0.0,601.0,110916.15,0.0,1.0,3.0,8.0,0.1959279722157783,0.8040720277842217,1,1,20241203-161226
1185,1072,15586970,Pinto,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,1,1,1,0,52.0,103023.26,695.0,22485.64,1.0,1.0,1.0,8.0,0.5282919177015699,0.47170808229843003,0,0,20241203-161226
1186,2582,15634719,Chinwendu,704,France,Male,31,0,0.0,2,1,0,183038.33,1,0,1,0,31.0,0.0,704.0,183038.33,1.0,0.0,2.0,0.0,0.9867042990583299,0.013295700941670097,0,0,20241203-161226
1187,5010,15805769,O'Loughlin,656,Spain,Male,33,4,0.0,2,1,0,116706.0,0,1,1,0,33.0,0.0,656.0,116706.0,1.0,0.0,2.0,4.0,0.9813249698198853,0.018675030180114727,0,0,20241203-161226
1188,7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,1,1,0,1,31.0,127331.46,680.0,176433.6,1.0,1.0,3.0,3.0,0.24839186385701806,0.7516081361429819,1,0,20241203-161226
1189,8120,15586236,Banks,704,France,Male,31,5,132084.66,3,1,1,54474.48,1,0,1,0,31.0,132084.66,704.0,54474.48,1.0,1.0,3.0,5.0,0.19926699686934657,0.8007330031306534,1,1,20241203-161226
1190,8339,15792453,More,602,Spain,Female,42,1,138912.17,1,1,1,139494.75,0,1,0,1,42.0,138912.17,602.0,139494.75,1.0,1.0,1.0,1.0,0.8365263853613629,0.16347361463863705,0,0,20241203-161226
1191,5526,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,1,0,1,0,51.0,123401.43,624.0,127825.25,1.0,1.0,2.0,10.0,0.8115529529342949,0.1884470470657051,0,0,20241203-161226
1192,936,15675316,Avdeeva,619,France,Female,38,3,0.0,2,0,1,116467.35,1,0,0,1,38.0,0.0,619.0,116467.35,0.0,1.0,2.0,3.0,0.9653129972250261,0.034687002774973996,0,0,20241203-161226
1193,4115,15647008,Adams,624,Germany,Male,54,3,116726.22,1,1,0,110498.1,1,1,1,0,54.0,116726.22,624.0,110498.1,1.0,0.0,1.0,3.0,0.10177410268180676,0.8982258973181932,1,1,20241203-161226
1194,974,15779711,Gray,750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0,1,0,1,38.0,97257.41,750.0,179883.04,0.0,1.0,2.0,7.0,0.9307408807294931,0.06925911927050689,0,0,20241203-161226
1195,8814,15770375,Fanucci,850,Germany,Female,26,8,123126.29,1,1,0,74425.41,1,1,0,1,26.0,123126.29,850.0,74425.41,1.0,0.0,1.0,8.0,0.7275527728679427,0.27244722713205727,0,0,20241203-161226
1196,1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,1,1,1,0,30.0,81523.38,752.0,36885.85,1.0,1.0,1.0,4.0,0.919371665209793,0.08062833479020706,0,0,20241203-161226
1197,1655,15667134,Cisneros,446,France,Male,32,8,0.0,2,0,0,133292.94,1,0,1,0,32.0,0.0,446.0,133292.94,0.0,0.0,2.0,8.0,0.9817732467398181,0.018226753260181843,0,0,20241203-161226
1198,9369,15670492,Gordon,737,France,Male,28,8,0.0,2,1,0,106390.01,1,0,1,0,28.0,0.0,737.0,106390.01,1.0,0.0,2.0,8.0,0.9841741702253042,0.015825829774695783,0,0,20241203-161226
1199,756,15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53,1,0,1,0,31.0,157120.86,803.0,141300.53,1.0,0.0,2.0,9.0,0.9516339331648322,0.0483660668351678,0,0,20241203-161226
1200,1622,15777797,Kovalyova,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,0,1,1,0,38.0,75075.14,689.0,8651.92,1.0,1.0,1.0,5.0,0.9203325950284913,0.07966740497150872,0,1,20241203-161226
1201,503,15714485,Udinese,774,France,Male,60,5,85891.55,1,1,0,74135.48,1,0,1,0,60.0,85891.55,774.0,74135.48,1.0,0.0,1.0,5.0,0.190964514121706,0.809035485878294,1,1,20241203-161226
1202,428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,1,0,1,0,45.0,80793.58,702.0,27474.81,1.0,1.0,1.0,0.0,0.6642223822416906,0.3357776177583094,0,0,20241203-161226
1203,8872,15699524,Howells,466,France,Female,30,3,0.0,1,1,0,193984.6,1,0,0,1,30.0,0.0,466.0,193984.6,1.0,0.0,1.0,3.0,0.742825287497942,0.257174712502058,0,0,20241203-161226
1204,4030,15634218,Mancini,501,Germany,Male,27,4,95331.83,2,1,0,132104.76,1,1,1,0,27.0,95331.83,501.0,132104.76,1.0,0.0,2.0,4.0,0.9636258713884243,0.03637412861157571,0,0,20241203-161226
1205,183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,1,1,0,1,45.0,162150.42,778.0,174531.27,1.0,0.0,2.0,1.0,0.6190255016636932,0.38097449833630675,0,0,20241203-161226
1206,5022,15632793,Wilkinson,638,France,Female,29,9,103417.74,1,1,1,15336.4,1,0,0,1,29.0,103417.74,638.0,15336.4,1.0,1.0,1.0,9.0,0.9541581137514153,0.045841886248584665,0,0,20241203-161226
1207,2118,15652540,Garnsey,683,France,Male,31,2,0.0,2,0,1,77326.78,1,0,1,0,31.0,0.0,683.0,77326.78,0.0,1.0,2.0,2.0,0.9878310295360494,0.012168970463950612,0,0,20241203-161226
1208,4173,15757777,Pai,636,France,Female,35,2,0.0,2,1,1,23129.46,1,0,0,1,35.0,0.0,636.0,23129.46,1.0,1.0,2.0,2.0,0.9760306788311193,0.023969321168880776,0,0,20241203-161226
1209,2495,15671917,Wade,666,France,Male,46,5,123873.19,1,1,1,177844.06,1,0,1,0,46.0,123873.19,666.0,177844.06,1.0,1.0,1.0,5.0,0.8032854679958086,0.19671453200419148,0,0,20241203-161226
1210,6722,15715638,Ch'ang,824,Germany,Male,77,3,27517.15,2,0,1,2746.41,1,1,1,0,77.0,27517.15,824.0,2746.41,0.0,1.0,2.0,3.0,0.9903412296938741,0.009658770306125969,0,0,20241203-161226
1211,2344,15765902,Gibson,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,1,1,1,0,38.0,163034.82,706.0,135662.17,1.0,1.0,2.0,5.0,0.96055550566144,0.039444494338559975,0,0,20241203-161226
1212,3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,1,1,1,0,30.0,134366.42,476.0,68343.53,1.0,0.0,1.0,3.0,0.7440043806800773,0.25599561931992265,0,0,20241203-161226
1213,1581,15793881,Mitchell,721,France,Female,35,6,118273.83,1,0,1,3086.89,1,0,0,1,35.0,118273.83,721.0,3086.89,0.0,1.0,1.0,6.0,0.9358924794995962,0.0641075205004038,0,0,20241203-161226
1214,5632,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,1,0,1,0,40.0,147650.68,632.0,199674.83,1.0,1.0,1.0,5.0,0.9065775200227154,0.09342247997728463,0,0,20241203-161226
1215,7086,15575605,Napolitano,725,France,Male,38,6,0.0,2,1,1,158697.28,1,0,1,0,38.0,0.0,725.0,158697.28,1.0,1.0,2.0,6.0,0.98576607210258,0.014233927897419996,0,0,20241203-161226
1216,6688,15662908,Davidson,795,Germany,Male,38,7,125903.22,2,1,1,127068.92,1,1,1,0,38.0,125903.22,795.0,127068.92,1.0,1.0,2.0,7.0,0.9347660992845654,0.06523390071543461,0,0,20241203-161226
1217,9226,15584928,Ugochukwutubelum,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,1,1,0,1,32.0,120074.97,594.0,162961.79,1.0,1.0,2.0,4.0,0.9290118920269272,0.07098810797307278,0,0,20241203-161226
1218,176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,1,0,1,35.0,133868.21,484.0,27286.1,1.0,1.0,1.0,7.0,0.9220393400138265,0.0779606599861735,0,0,20241203-161226
1219,9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,1,1,0,1,38.0,102741.15,850.0,23974.85,0.0,1.0,2.0,2.0,0.9171320264126368,0.08286797358736316,0,0,20241203-161226
1220,4374,15596455,Mao,546,Spain,Female,45,2,0.0,1,0,0,197789.83,0,1,0,1,45.0,0.0,546.0,197789.83,0.0,0.0,1.0,2.0,0.18702529903789877,0.8129747009621012,1,1,20241203-161226
1221,1038,15631054,Volkova,625,France,Female,24,1,0.0,2,1,1,180969.55,1,0,0,1,24.0,0.0,625.0,180969.55,1.0,1.0,2.0,1.0,0.9818703853312997,0.0181296146687003,0,0,20241203-161226
1222,8312,15589698,De Luca,555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1,1,1,0,42.0,107104.5,555.0,41304.44,1.0,1.0,1.0,6.0,0.6499269906675613,0.35007300933243873,0,1,20241203-161226
1223,2868,15654211,Milani,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0,1,0,1,27.0,0.0,559.0,1050.33,0.0,1.0,1.0,1.0,0.8463515096434948,0.15364849035650516,0,0,20241203-161226
1224,891,15768104,Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0,1,1,0,37.0,141541.25,788.0,66013.27,0.0,0.0,1.0,8.0,0.8728053986045912,0.1271946013954089,0,0,20241203-161226
1225,3517,15787151,Liao,638,France,Female,34,7,0.0,2,1,1,198969.78,1,0,0,1,34.0,0.0,638.0,198969.78,1.0,1.0,2.0,7.0,0.981994403757272,0.018005596242728003,0,0,20241203-161226
1226,5017,15687903,Okonkwo,501,France,Female,29,8,0.0,2,1,0,112664.24,1,0,0,1,29.0,0.0,501.0,112664.24,1.0,0.0,2.0,8.0,0.9722254782590499,0.02777452174095006,0,0,20241203-161226
1227,2485,15587735,Chukwuebuka,850,France,Male,39,6,96863.13,1,1,1,121681.19,1,0,1,0,39.0,96863.13,850.0,121681.19,1.0,1.0,1.0,6.0,0.9451301866833648,0.05486981331663522,0,0,20241203-161226
1228,730,15612525,Preston,499,France,Female,57,1,0.0,1,0,0,131372.38,1,0,0,1,57.0,0.0,499.0,131372.38,0.0,0.0,1.0,1.0,0.04512150956314509,0.9548784904368549,1,1,20241203-161226
1229,3452,15700864,Fiorentini,607,France,Female,21,0,0.0,2,1,0,116106.52,1,0,0,1,21.0,0.0,607.0,116106.52,1.0,0.0,2.0,0.0,0.9781827315210889,0.021817268478911103,0,0,20241203-161226
1230,3495,15568120,Lacross,681,France,Female,37,7,69609.85,1,1,1,72127.83,1,0,0,1,37.0,69609.85,681.0,72127.83,1.0,1.0,1.0,7.0,0.8847537528572,0.11524624714279999,0,0,20241203-161226
1231,1838,15619343,Mahmood,561,France,Male,56,7,152759.0,2,1,0,133167.11,1,0,1,0,56.0,152759.0,561.0,133167.11,1.0,0.0,2.0,7.0,0.3050831573461784,0.6949168426538216,1,1,20241203-161226
1232,2304,15635078,Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,1,1,0,45.0,124693.48,714.0,187194.15,0.0,1.0,1.0,0.0,0.7820241179988533,0.2179758820011467,0,0,20241203-161226
1233,5257,15761497,Udinesi,713,Spain,Female,48,1,163760.82,1,0,0,157381.14,0,1,0,1,48.0,163760.82,713.0,157381.14,0.0,0.0,1.0,1.0,0.3866159456758467,0.6133840543241533,1,1,20241203-161226
1234,8217,15637717,Lockington,704,Germany,Male,41,4,109026.8,2,1,1,43117.1,1,1,1,0,41.0,109026.8,704.0,43117.1,1.0,1.0,2.0,4.0,0.8825300221122748,0.11746997788772515,0,0,20241203-161226
1235,7269,15587266,Douglas,606,Germany,Female,27,6,172310.33,1,0,1,111448.92,1,1,0,1,27.0,172310.33,606.0,111448.92,0.0,1.0,1.0,6.0,0.8974526872365284,0.10254731276347163,0,0,20241203-161226
1236,2036,15799825,Bentley,583,France,Female,44,8,0.0,2,1,1,27431.62,1,0,0,1,44.0,0.0,583.0,27431.62,1.0,1.0,2.0,8.0,0.9428269443383616,0.05717305566163839,0,0,20241203-161226
1237,5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,0,1,0,61.0,0.0,832.0,127804.66,0.0,1.0,1.0,2.0,0.7489987557155886,0.25100124428441134,0,1,20241203-161226
1238,1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,1,1,0,41.0,0.0,598.0,161954.43,1.0,1.0,2.0,8.0,0.9768256158399996,0.023174384160000405,0,0,20241203-161226
1239,3081,15694288,Cawthorne,468,Spain,Male,28,3,0.0,2,1,0,170661.02,0,1,1,0,28.0,0.0,468.0,170661.02,1.0,0.0,2.0,3.0,0.9794780905664819,0.020521909433518046,0,0,20241203-161226
1240,8830,15769955,Onuora,683,France,Female,40,1,0.0,2,0,0,75762.0,1,0,0,1,40.0,0.0,683.0,75762.0,0.0,0.0,2.0,1.0,0.9506811860585451,0.04931881394145487,0,0,20241203-161226
1241,1361,15694409,Tsao,647,Germany,Female,22,3,97975.82,2,0,1,62083.0,1,1,0,1,22.0,97975.82,647.0,62083.0,0.0,1.0,2.0,3.0,0.9491279134262156,0.05087208657378445,0,0,20241203-161226
1242,2623,15787026,Onwuatuegwu,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,1,1,1,0,27.0,185267.45,627.0,77027.34,1.0,1.0,2.0,0.0,0.9795158022223833,0.020484197777616724,0,0,20241203-161226
1243,3523,15645045,Rudduck,659,France,Female,38,9,0.0,2,1,1,132809.18,1,0,0,1,38.0,0.0,659.0,132809.18,1.0,1.0,2.0,9.0,0.9699553233762187,0.030044676623781342,0,0,20241203-161226
1244,5051,15663294,Kao,703,France,Male,32,1,125685.79,1,1,1,56246.72,1,0,1,0,32.0,125685.79,703.0,56246.72,1.0,1.0,1.0,1.0,0.9525177380483808,0.04748226195161924,0,0,20241203-161226
1245,9434,15582903,Edwards,643,France,Male,39,7,0.0,2,1,1,170392.59,1,0,1,0,39.0,0.0,643.0,170392.59,1.0,1.0,2.0,7.0,0.9832847585231526,0.01671524147684744,0,0,20241203-161226
1246,6130,15727605,Shih,533,Germany,Male,43,4,80442.06,2,0,1,12537.42,1,1,1,0,43.0,80442.06,533.0,12537.42,0.0,1.0,2.0,4.0,0.902110018740415,0.09788998125958503,0,0,20241203-161226
1247,8030,15732113,Butters,671,Spain,Male,50,8,0.0,1,0,1,2560.11,0,1,1,0,50.0,0.0,671.0,2560.11,0.0,1.0,1.0,8.0,0.6778730834694482,0.3221269165305518,0,0,20241203-161226
1248,370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,1,0,0,1,29.0,152265.43,593.0,34004.44,1.0,0.0,1.0,2.0,0.9005121778517216,0.09948782214827842,0,0,20241203-161226
1249,5771,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,1,0,1,0,51.0,100654.8,631.0,171587.9,1.0,0.0,1.0,8.0,0.2755057931458893,0.7244942068541107,1,0,20241203-161226
1250,8691,15756167,Doyne,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0,1,0,1,43.0,134204.67,762.0,139971.01,1.0,1.0,1.0,5.0,0.8225920859311715,0.17740791406882844,0,0,20241203-161226
1251,8732,15769125,Palerma,727,Spain,Female,41,10,0.0,2,0,1,47468.56,0,1,0,1,41.0,0.0,727.0,47468.56,0.0,1.0,2.0,10.0,0.9691382596884563,0.0308617403115436,0,0,20241203-161226
1252,4840,15649150,Buddicom,531,France,Female,53,5,127642.44,1,1,0,141501.45,1,0,0,1,53.0,127642.44,531.0,141501.45,1.0,0.0,1.0,5.0,0.17556855991105325,0.8244314400889468,1,1,20241203-161226
1253,7971,15577398,Ch'eng,850,France,Male,30,6,86449.39,1,1,1,188809.23,1,0,1,0,30.0,86449.39,850.0,188809.23,1.0,1.0,1.0,6.0,0.9681404289214384,0.031859571078561674,0,0,20241203-161226
1254,6516,15810898,Pan,803,France,Female,65,2,151659.52,2,0,1,6930.17,1,0,0,1,65.0,151659.52,803.0,6930.17,0.0,1.0,2.0,2.0,0.9147017211878978,0.08529827881210214,0,0,20241203-161226
1255,5490,15703778,Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96,1,0,1,0,33.0,129907.63,728.0,36083.96,0.0,1.0,1.0,8.0,0.95981491944216,0.04018508055783996,0,0,20241203-161226
1256,1921,15723720,McKenzie,591,France,Female,31,7,0.0,2,0,1,48778.46,1,0,0,1,31.0,0.0,591.0,48778.46,0.0,1.0,2.0,7.0,0.9870198091298387,0.012980190870161303,0,0,20241203-161226
1257,5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,1,1,0,35.0,109196.66,569.0,109393.19,1.0,0.0,3.0,2.0,0.09375876513602432,0.9062412348639757,1,1,20241203-161226
1258,4259,15796167,Flores,782,Germany,Male,35,7,98556.89,2,1,0,117644.36,1,1,1,0,35.0,98556.89,782.0,117644.36,1.0,0.0,2.0,7.0,0.9572040036355696,0.042795996364430454,0,0,20241203-161226
1259,7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1,1,1,0,46.0,161450.03,612.0,96961.0,1.0,1.0,1.0,9.0,0.7152082629622547,0.28479173703774535,0,1,20241203-161226
1260,4900,15696852,Hsu,803,France,Female,32,9,192122.84,1,1,1,54277.45,1,0,0,1,32.0,192122.84,803.0,54277.45,1.0,1.0,1.0,9.0,0.7877959613028507,0.2122040386971493,0,1,20241203-161226
1261,2959,15814004,Fyodorova,589,France,Male,29,2,0.0,2,0,1,98320.27,1,0,1,0,29.0,0.0,589.0,98320.27,0.0,1.0,2.0,2.0,0.9875163624967316,0.01248363750326846,0,0,20241203-161226
1262,3019,15811613,Voss,588,France,Female,27,8,0.0,1,1,0,20066.38,1,0,0,1,27.0,0.0,588.0,20066.38,1.0,0.0,1.0,8.0,0.8488802528959007,0.15111974710409923,0,0,20241203-161226
1263,4175,15810593,Forbes,568,France,Male,51,4,0.0,3,1,1,66586.56,1,0,1,0,51.0,0.0,568.0,66586.56,1.0,1.0,3.0,4.0,0.14539277708942755,0.8546072229105725,1,0,20241203-161226
1264,8852,15590828,Chidimma,782,Germany,Male,42,7,126428.38,1,1,0,39830.1,1,1,1,0,42.0,126428.38,782.0,39830.1,1.0,0.0,1.0,7.0,0.41060674585861345,0.5893932541413865,1,0,20241203-161226
1265,547,15708916,Paterson,587,France,Male,38,0,0.0,2,1,0,47414.15,1,0,1,0,38.0,0.0,587.0,47414.15,1.0,0.0,2.0,0.0,0.9700491631603989,0.029950836839601137,0,0,20241203-161226
1266,3445,15801699,Fishbourne,436,Spain,Male,43,5,0.0,2,1,1,35687.43,0,1,1,0,43.0,0.0,436.0,35687.43,1.0,1.0,2.0,5.0,0.9629841966783632,0.03701580332163683,0,0,20241203-161226
1267,4384,15800784,Bruce,645,France,Male,42,4,98298.18,1,1,1,676.06,1,0,1,0,42.0,98298.18,645.0,676.06,1.0,1.0,1.0,4.0,0.8492301382319802,0.1507698617680197,0,0,20241203-161226
1268,7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,1,1,0,1,33.0,76692.22,749.0,30396.43,0.0,1.0,1.0,10.0,0.9007945569072393,0.09920544309276072,0,0,20241203-161226
1269,2452,15606507,Pisani,555,France,Male,24,5,0.0,2,1,0,27513.47,1,0,1,0,24.0,0.0,555.0,27513.47,1.0,0.0,2.0,5.0,0.9840502925590124,0.015949707440987563,0,0,20241203-161226
