AircraftCondition,AssetNum,BilledOn,BoomOpA.FirstName,BoomOpA.LastName,BoomOpAEmployeeNum,BoomOpB.FirstName,BoomOpB.LastName,BoomOpBEmployeeNum,ClientRecordID,ClientType,Company,CompletedOn,CustomerCode,DeviceID,Driver.FirstName,Driver.LastName,DriverEmployeeNum,EditedByEmployeeNum,Flagged,FleetType,FlightNum,GHRGallons,GearOnly,GeoPosition.Lat,GeoPosition.Lon,IceTransactionGUID,IceTransactionGroupID,IceTransactionID,InspectionOnly,LastPostFailMessage,LastPostFailureOn,LicenseKey,Notes,Pad,PostFailCount,PostedOn,PostedToHost,PostedVia,PrecipCode,Slot,SourceAddress,StationID,SupercededByID,TactileCheck,TailNum,TeamLeadEmployeeNum,TrainingMode,Type1FreezePoint,Type1GallonsA,Type1GallonsB,Type1GallonsEnteredManually,Type1KFactor,Type1Percent,Type1Position1,Type1Position2,Type1Position3,Type1Position4,Type1PulseCount,Type1Start,Type1Stop,Type1Temp,Type4GallonsA,Type4GallonsB,Type4GallonsEnteredManually,Type4KFactor,Type4Position1,Type4Position2,Type4Position3,Type4Position4,Type4PulseCount,Type4Start,Type4Stop,WeatherCode,eventtype,host,index,linecount,punct,source,sourcetype,splunk_server,splunk_server_group,timestamp,_bkt,_cd,_eventtype_color,_indextime,_si,_sourcetype,_time
Frost,28,0,Lesa,Hays,8611,Bell,Simon,3828,7764,Deicer,AviataSystems,1.58218E+12,United Airlines,5e5fedb6767ba9486137bea4,Brock,Atkinson,9342,8727,TRUE,A319,,225,FALSE,35.21388,-80.943003,133ee30c-c888-444f-8802-c6e711cb802a,845,5e5fedb64c8737f4339a31cf,TRUE,,0,425dd491-c130-4f49-b578-f3060fbadb30,,1,0,1.57862E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,TRUE,N747UW,9812,TRUE,3,174,199,FALSE,0.115385,39,TRUE,TRUE,TRUE,FALSE,852,1.58231E+12,1.57933E+12,180,19,188,FALSE,0.0173913,TRUE,TRUE,FALSE,TRUE,43,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0.084027778,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,2,0,Carlson,Harmon,7615,Gwen,Rose,6246,9219,Deicer,AviataSystems,1.58148E+12,American Airlines,5e5fedb6a821748ebd855f92,Campbell,Cameron,4430,1106,TRUE,A320,,196,FALSE,35.21385,-80.943013,fe7cebbe-d255-4ebe-92ff-9ccbb8215a1f,1,5e5fedb67014a193ab022364,TRUE,,0,80fb2247-c58a-4f17-a5aa-114912496a25,,1,0,1.5804E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,FALSE,N123UW,9785,TRUE,3,30,175,TRUE,0.115385,39,TRUE,TRUE,FALSE,FALSE,845,1.58007E+12,1.58254E+12,180,290,15,TRUE,0.0173913,TRUE,FALSE,TRUE,FALSE,931,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice4.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,0:40,,1708093879,"MacBook-Pro-3.local
ice",_json,1583345092
Frost,23,0,Key,Gross,6746,Rowe,Lott,1234,8524,Deicer,AviataSystems,1.5809E+12,Delta Airlines,5e5fe17db9387a8916df3ccf,Wendy,Dalton,7561,2673,FALSE,A319,,167,TRUE,35.21389,-80.943054,4cf87d43-4cea-437f-8655-5546a49fc828,276,5e5fe17d3e894ccdffb5d8df,FALSE,,0,85ddc69b-88b4-47b5-a5a2-dc0e0c9cd1ea,,1,0,1.58241E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,FALSE,N747UW,4905,FALSE,3,171,57,TRUE,0.115385,39,TRUE,FALSE,TRUE,FALSE,569,1.58025E+12,1.57978E+12,180,246,256,TRUE,0.0173913,TRUE,TRUE,TRUE,TRUE,888,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.709722222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,13,0,Brown,Fuentes,687,Tonia,Strickland,6812,1804,Deicer,AviataSystems,1.58059E+12,Delta Airlines,5e5fe17de20a8cf592007472,Le,Pitts,455,2380,FALSE,A319,,221,TRUE,35.21389,-80.943051,6c3cb21a-1ab6-46f1-b91d-fb8f220c66d3,195,5e5fe17d2f0f08ec3ad56460,FALSE,,0,977d6849-341d-4b43-84d3-2b2fcfaeb1a2,,0,0,1.58148E+12,kclt.aviatasystems,Network,,3,70.147.152.220,KCLT,0,FALSE,N747UW,9303,TRUE,3,205,57,FALSE,0.115385,39,FALSE,FALSE,TRUE,TRUE,88,1.5799E+12,1.57842E+12,180,295,277,TRUE,0.0173913,TRUE,TRUE,FALSE,FALSE,934,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.653472222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,5,0,Madge,Mcgowan,8293,Rodriguez,Parsons,4199,1456,Deicer,AviataSystems,1.58244E+12,American Airlines,5e5fe17d689dfb267465d901,Beach,Herman,9979,556,FALSE,A319,,125,FALSE,35.21389,-80.943053,804dea19-3316-45b0-8267-3c9cebe8b181,381,5e5fe17dd4bb6c3c7a3065da,FALSE,,0,62f1adf8-ba2f-4c3c-83b5-28ed2b22d3e0,,0,0,1.57926E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,TRUE,N747UW,8848,TRUE,3,54,47,FALSE,0.115385,39,FALSE,FALSE,FALSE,FALSE,766,1.579E+12,1.57947E+12,180,170,217,TRUE,0.0173913,FALSE,FALSE,TRUE,TRUE,430,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.597222222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,24,0,Cook,Fischer,9440,Martin,Stanley,8284,605,Deicer,AviataSystems,1.57921E+12,American Airlines,5e5fe17dc4ca33eb76becfb8,Benjamin,Mayo,3623,5719,FALSE,A319,,1,TRUE,35.21389,-80.943052,76f857a5-b07e-48a2-96b3-b9b0ac974564,18,5e5fe17d16ee0878e0c52271,TRUE,,0,fd1bfae6-d6d5-48d4-9b0f-316f1d481d3b,,0,0,1.58009E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,TRUE,N747UW,2790,TRUE,3,23,147,FALSE,0.115385,39,TRUE,TRUE,TRUE,TRUE,479,1.58022E+12,1.57847E+12,180,252,234,TRUE,0.0173913,FALSE,TRUE,TRUE,TRUE,191,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.540972222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,3,0,Carey,Velez,8119,Marquita,Baker,5168,5448,Deicer,AviataSystems,1.58305E+12,United Airlines,5e5fe17ddcd3eeaed01ab465,Copeland,Mosley,3917,3204,TRUE,A321,,143,FALSE,35.21389,-80.94305,bb045540-0782-434b-bf8f-e4824b906b8b,594,5e5fe17d2bad9cadb1be3eb8,FALSE,,0,e2be65fe-b27d-4713-9e2c-346d53aacb78,,2,0,1.58067E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,TRUE,N443UW,9948,FALSE,3,281,194,FALSE,0.115385,39,TRUE,TRUE,FALSE,FALSE,407,1.58062E+12,1.57897E+12,180,90,59,TRUE,0.0173913,TRUE,FALSE,FALSE,TRUE,386,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.484722222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,5,0,Minnie,Bryan,3623,Amber,Blevins,9351,1413,Deicer,AviataSystems,1.58242E+12,Delta Airlines,5e5fe17ddc73559aea39cb9e,Christy,Donaldson,6955,8715,FALSE,A320,,221,TRUE,35.21389,-80.94305,c151281f-a045-4bed-b438-5476084c8bd8,634,5e5fe17deee0a210b1e040b4,TRUE,,0,972cf72d-2bf9-48f8-95fa-c1c3660fb2cd,,0,0,1.57969E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,FALSE,N123UW,1388,TRUE,3,11,121,TRUE,0.115385,39,TRUE,FALSE,FALSE,TRUE,315,1.57991E+12,1.57956E+12,180,242,248,FALSE,0.0173913,FALSE,FALSE,TRUE,FALSE,378,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.428472222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,16,0,Richards,Glenn,2449,Carla,Alvarado,1374,3873,Deicer,AviataSystems,1.57913E+12,Delta Airlines,5e5fe17dfb3f2a1d5f31e3ef,Bryan,Morris,4310,9629,TRUE,A319,,78,TRUE,35.21389,-80.94305,d692c627-50b0-4b04-82dc-feb9a38d98b4,605,5e5fe17dd2d940b9bf765b6c,FALSE,,0,7d25178b-93c6-4d81-abab-b9e5e2235e6c,,0,0,1.57825E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,TRUE,N747UW,8146,FALSE,3,40,280,FALSE,0.115385,39,FALSE,TRUE,FALSE,TRUE,691,1.58226E+12,1.58132E+12,180,70,281,TRUE,0.0173913,FALSE,FALSE,TRUE,TRUE,438,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.372222222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,23,0,Conner,Day,5228,Antoinette,Vargas,5949,631,Deicer,AviataSystems,1.57813E+12,United Airlines,5e5fe17d8456f026128c8a7e,Simone,Bender,1104,7989,FALSE,A321,,163,TRUE,35.21389,-80.943052,0e52d279-7351-425e-acc5-ea10e054b7b3,40,5e5fe17d0c8baf1fe35350c4,TRUE,,0,f67fe7ce-ded9-449a-a588-172405e599c3,,3,0,1.5822E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,FALSE,N443UW,3131,FALSE,3,194,15,FALSE,0.115385,39,TRUE,TRUE,TRUE,FALSE,572,1.58179E+12,1.58093E+12,180,131,140,FALSE,0.0173913,FALSE,TRUE,TRUE,TRUE,373,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.315972222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,26,0,Lilia,Barrera,9299,Wanda,Luna,9925,6916,Deicer,AviataSystems,1.58129E+12,United Airlines,5e5fe17db2489f201557d263,Fitzpatrick,Bush,2520,1688,FALSE,A321,,256,FALSE,35.21389,-80.94305,c45cc785-3025-417c-b440-1dbf515ffcfe,164,5e5fe17dea6a1012a4e677d5,FALSE,,0,6428636c-d307-44da-a344-7bf253248c24,,2,0,1.58205E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,TRUE,N443UW,7075,TRUE,3,183,287,FALSE,0.115385,39,FALSE,TRUE,FALSE,FALSE,647,1.58162E+12,1.58177E+12,180,231,228,TRUE,0.0173913,FALSE,TRUE,FALSE,FALSE,386,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.259722222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,1,0,Janna,Walters,2645,Raquel,Wall,5287,7821,Deicer,AviataSystems,1.57951E+12,United Airlines,5e5fe17d0ea8c5f0266cf93d,Lea,Hardin,8921,6684,TRUE,A321,,200,FALSE,35.21389,-80.94305,97547ff3-3dc6-4bc0-9c0a-e1de4fd6d2a0,947,5e5fe17df6983ea3cc8897c0,TRUE,,0,018f8d04-3ae1-457a-b42c-72a9c4d710ac,,1,0,1.5792E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,TRUE,N443UW,6927,TRUE,3,37,217,TRUE,0.115385,39,TRUE,TRUE,FALSE,FALSE,866,1.57962E+12,1.58192E+12,180,28,48,TRUE,0.0173913,TRUE,FALSE,FALSE,TRUE,397,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.203472222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,13,0,Eaton,Martinez,2742,Kristi,Pate,4190,794,Deicer,AviataSystems,1.57984E+12,United Airlines,5e5fe17dae140e1a90f77c57,Dollie,Carlson,1992,5595,TRUE,A319,,183,TRUE,35.21389,-80.943051,5c344935-6e6d-42f4-8adc-5cdf0bb96a0b,267,5e5fe17df367b270c7a0c6a4,TRUE,,0,ea0be179-2488-4243-803d-e5cce0164874,,1,0,1.58096E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,FALSE,N747UW,1638,FALSE,3,218,73,TRUE,0.115385,39,FALSE,FALSE,TRUE,FALSE,273,1.58292E+12,1.58115E+12,180,151,202,TRUE,0.0173913,TRUE,TRUE,TRUE,TRUE,613,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.147222222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,22,0,Decker,Blake,5523,Ingrid,Hatfield,735,5640,Deicer,AviataSystems,1.58225E+12,United Airlines,5e5fe17da0cec9565e7d68fd,Hunter,Cleveland,8617,1623,TRUE,A321,,11,TRUE,35.21389,-80.943053,bae0f2dc-dcee-41cf-90e0-d61aad1f3d63,671,5e5fe17d9af2934434f6f2a9,TRUE,,0,221b18c2-ecee-46af-bd3b-e47b11a6a2d5,,1,0,1.58179E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,FALSE,N443UW,1730,TRUE,3,219,92,FALSE,0.115385,39,FALSE,TRUE,FALSE,FALSE,140,1.57852E+12,1.58152E+12,180,46,162,FALSE,0.0173913,FALSE,FALSE,FALSE,TRUE,120,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.090972222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,25,0,Chandra,Hodges,128,Abby,Walsh,8822,6335,Deicer,AviataSystems,1.57882E+12,American Airlines,5e5fe17d61e812c277ecc032,Kirsten,Carr,7597,214,FALSE,A319,,100,FALSE,35.21389,-80.943053,fb88cb15-1290-42a3-ab77-40cc6de9300c,577,5e5fe17dc6a402b5207c63b7,FALSE,,0,a59304a8-b33d-43db-9c86-05d3d4d1c149,,1,0,1.58228E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,TRUE,N747UW,1653,FALSE,3,237,72,FALSE,0.115385,39,FALSE,FALSE,TRUE,TRUE,860,1.58235E+12,1.57961E+12,180,188,239,FALSE,0.0173913,TRUE,TRUE,FALSE,FALSE,74,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,5.034722222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,2,0,West,Morgan,1769,Downs,Rosario,226,1968,Deicer,AviataSystems,1.58176E+12,United Airlines,5e5fe17d2baaaa311003a9e5,Jenkins,Tillman,6061,8529,FALSE,A319,,153,TRUE,35.21389,-80.94305,3e66d0e9-0577-4387-8a22-c8d205d89c6b,654,5e5fe17d9029042f5cec67b8,TRUE,,0,8263eb5c-5120-4c7d-a7cf-1356172ae9d7,,1,0,1.58054E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,TRUE,N747UW,6509,TRUE,3,5,262,TRUE,0.115385,39,TRUE,TRUE,TRUE,FALSE,396,1.57791E+12,1.58013E+12,180,143,275,TRUE,0.0173913,FALSE,FALSE,TRUE,FALSE,8,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.978472222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,2,0,Bridgette,Ware,6573,Beasley,Baldwin,4538,5480,Deicer,AviataSystems,1.58003E+12,Delta Airlines,5e5fe17d28f55f02be9c588d,Jennifer,Nieves,4960,6574,TRUE,A320,,282,FALSE,35.21389,-80.943053,b44e177f-d6b3-4ba2-ac38-d420050c7f77,324,5e5fe17d0bae1052ea8f3503,FALSE,,0,8bcda61d-7eab-48d4-b4f2-c599c8925578,,2,0,1.58327E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,FALSE,N123UW,7706,FALSE,3,212,278,TRUE,0.115385,39,FALSE,TRUE,FALSE,FALSE,690,1.58126E+12,1.57879E+12,180,2,14,TRUE,0.0173913,FALSE,TRUE,FALSE,FALSE,243,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.922222222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,16,0,Madelyn,Richmond,1798,Blake,Austin,673,7232,Deicer,AviataSystems,1.58159E+12,United Airlines,5e5fe17d0948070ad2780322,Blanche,Riddle,1871,7666,FALSE,A320,,54,FALSE,35.21389,-80.943054,df05daa5-d514-4ac9-bf92-7373e90b016c,126,5e5fe17d1e7186af5a0f0147,FALSE,,0,7272f793-3a7f-4f90-93c1-3ee7a6a38471,,3,0,1.58183E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,FALSE,N123UW,319,TRUE,3,41,113,TRUE,0.115385,39,TRUE,FALSE,FALSE,FALSE,926,1.5796E+12,1.58188E+12,180,224,203,TRUE,0.0173913,TRUE,TRUE,TRUE,TRUE,513,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.865972222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,26,0,Wells,Burke,6657,Nichols,Russell,3750,6722,Deicer,AviataSystems,1.58045E+12,Delta Airlines,5e5fe17d0501c2b4e56a4002,Terry,Romero,9461,9500,TRUE,A321,,178,FALSE,35.21389,-80.943052,b8b3f3e6-03ca-4105-bd9e-796107a06f64,449,5e5fe17d1fc8fd70d001cb15,FALSE,,0,6b1dccc3-1188-43a3-a668-0765c0a326b6,,2,0,1.57987E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N443UW,1279,FALSE,3,195,32,FALSE,0.115385,39,TRUE,TRUE,TRUE,FALSE,970,1.58213E+12,1.58308E+12,180,10,140,TRUE,0.0173913,TRUE,FALSE,FALSE,TRUE,434,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.809722222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,23,0,Berg,Booker,851,Genevieve,Conley,7089,5363,Deicer,AviataSystems,1.58311E+12,United Airlines,5e5fe17d65263fd6e28baa3a,Georgina,Floyd,2729,7528,FALSE,A320,,57,TRUE,35.21389,-80.943054,94254b28-b0e9-45d6-9315-fef84340186a,403,5e5fe17d48fdf4ecc151a358,TRUE,,0,bdfaffb9-161c-476b-9750-1fc9d4e894e0,,1,0,1.58035E+12,kclt.aviatasystems,Network,,4,70.147.152.220,KCLT,0,FALSE,N123UW,4174,TRUE,3,27,203,FALSE,0.115385,39,TRUE,TRUE,FALSE,FALSE,893,1.57931E+12,1.58075E+12,180,71,1,FALSE,0.0173913,TRUE,TRUE,TRUE,FALSE,256,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.753472222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,8,0,Lela,Cardenas,5027,Tanisha,Klein,6911,4348,Deicer,AviataSystems,1.58186E+12,American Airlines,5e5fe17d3e07c8b614c86672,Craft,Velasquez,9694,8121,TRUE,A321,,153,FALSE,35.21389,-80.943051,5c946dd7-70f6-4ae2-a92f-fabba4841b66,373,5e5fe17dd373b148c755c216,TRUE,,0,39560207-4b86-4e2a-bc70-7a15cc1a5b43,,0,0,1.57875E+12,kclt.aviatasystems,Network,,2,70.147.152.220,KCLT,0,FALSE,N443UW,1438,TRUE,3,298,190,FALSE,0.115385,39,FALSE,TRUE,TRUE,TRUE,884,1.58121E+12,1.57835E+12,180,295,204,TRUE,0.0173913,TRUE,FALSE,TRUE,TRUE,297,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.697222222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,4,0,Dale,Mcintyre,9476,Elena,Fitzgerald,8842,9268,Deicer,AviataSystems,1.57811E+12,Delta Airlines,5e5fe17d9c1a9b624f73f4d9,Pam,Sherman,7770,2738,TRUE,A320,,188,TRUE,35.21389,-80.94305,0056446d-bc70-4fd3-b311-fdf324cdf13f,579,5e5fe17dd02d25ab002164b4,TRUE,,0,a587b499-316e-49e4-abac-92b93b7963b9,,1,0,1.58107E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,TRUE,N123UW,9929,FALSE,3,222,283,FALSE,0.115385,39,FALSE,FALSE,FALSE,TRUE,635,1.57812E+12,1.58319E+12,180,119,291,FALSE,0.0173913,FALSE,FALSE,FALSE,FALSE,71,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.640972222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,16,0,Price,Gaines,9286,Lindsay,Harrington,8503,5178,Deicer,AviataSystems,1.57971E+12,Delta Airlines,5e5fe17da9336aa29e6ba31a,Kane,Rogers,6750,5590,TRUE,A320,,214,FALSE,35.21389,-80.943051,78b00f5a-9781-4816-b3b1-558c371ce566,429,5e5fe17d11fcccad7be310f5,FALSE,,0,b7f682a3-3ebb-4f25-b3d4-6acdfe97171f,,2,0,1.58032E+12,kclt.aviatasystems,Network,,0,70.147.152.220,KCLT,0,TRUE,N123UW,2694,FALSE,3,200,214,FALSE,0.115385,39,TRUE,FALSE,TRUE,TRUE,220,1.57909E+12,1.57975E+12,180,23,44,FALSE,0.0173913,TRUE,FALSE,FALSE,FALSE,771,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.584722222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,27,0,Karin,Dennis,7669,Brooks,Justice,2461,5965,Deicer,AviataSystems,1.58193E+12,American Airlines,5e5fe17df70354b4129dde49,Earnestine,Cummings,2384,1041,TRUE,A319,,220,TRUE,35.21389,-80.943052,48f2a557-4d58-4010-93e7-35084a1ec874,337,5e5fe17df9464ed75e6b70c0,TRUE,,0,691754ca-10a9-4bd6-bd69-60a7790f0002,,2,0,1.58134E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,FALSE,N747UW,2762,FALSE,3,249,17,FALSE,0.115385,39,FALSE,TRUE,FALSE,TRUE,755,1.58229E+12,1.5828E+12,180,289,37,TRUE,0.0173913,FALSE,TRUE,FALSE,FALSE,53,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.528472222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
Frost,2,0,Mclaughlin,Cherry,7953,Keisha,Wilkins,4619,9803,Deicer,AviataSystems,1.58174E+12,American Airlines,5e5fe17d87be0ca76bc10ef5,Ellis,Everett,9696,6870,TRUE,A320,,108,TRUE,35.21389,-80.943054,e0bbe151-57ca-4459-a609-277340787a4c,348,5e5fe17d55ebebe255a0bd3e,TRUE,,0,487c6f29-0c40-43ab-9742-385a51b6113e,,2,0,1.5782E+12,kclt.aviatasystems,Network,,1,70.147.152.220,KCLT,0,FALSE,N123UW,7733,TRUE,3,19,203,TRUE,0.115385,39,FALSE,TRUE,FALSE,FALSE,823,1.5804E+12,1.5784E+12,180,237,151,FALSE,0.0173913,TRUE,TRUE,FALSE,TRUE,561,,,,,MacBook-Pro-3.local,ice,84,"{____"""":_"""",____"""":_,____"""":_,____"""":_""----"",____""",/Applications/Splunk/bin/ice_txns2.json,_json,MacBook-Pro-3.local,,none,ice~0~EE4088EA-E3CB-4036-9A61-7600D3D6AB94,4.472222222,,1708094387,"MacBook-Pro-3.local
ice",_json,1583341966
