accountNumber,lastName,firstName,Age,Gender,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,customer,JSESSIONID
900001049,BANKS,VICKIE,61,F,7306948723,2407 Rain Cloud St.,SACRAMENTO,CA,94290,ULPRE50,Unlimited Prepaid,SD3SL1FF701050,
900001050,HARRELL,CODY,54,M,6709939353,10301 Richion Ln.,SEATTLE,WA,98194,700POST5L70,700 Minute Family,SD3SL1FF701051,
900001051,MELENDEZ,GRADY,41,M,2794667671,7614 West Wendell Dr.,NEW YORK,NY,10081,900POST60,900 Minute,SD3SL1FF701052,
900001052,MCKEE,CANDY,49,F,8137227100,13045 Walney Park St.,ATLANTA,GA,30385,1400POST5L90,1400 Minute Family,SD3SL1FF701053,
900001053,MATHIS,DONNIE,62,M,3086776712,6053 New Brook Pkwy.,COLUMBIA,MO,65218,900POST60,900 Minute,SD3SL1FF701054,
900001054,RICHARDSON,ELISA,25,F,5837575838,1920 Brattle St.,MEMPHIS,TN,38112,250PRE25,250 Minute Prepaid,SD3SL1FF701055,
900001055,PETERSON,EARLE,56,M,7289409465,3884 Idalla Blvd.,ALBANY,NY,12248,1400POST5L90,1400 Minute Family,SD3SL1FF701056,
900001056,SHANNON,JEANIE,29,F,3805896179,13881 Bayside Beach Hwy.,WICHITA,KS,67204,ULPRE50,Unlimited Prepaid,SD3SL1FF701057,
900001057,TODD,PAMELA,21,F,7304438783,9994 Jose Figueres Dr.,DALLAS,TX,75396,5503L60,550 Minute Family,SD3SL1FF701058,
900001058,MCMAHON,ETHAN,62,M,2249795066,11649 Rillo Ln.,VALLEY FORGE,PA,19485,250PRE25,250 Minute Prepaid,SD3SL1FF701059,
900001059,WILLIAMSON,MEAGAN,43,F,5672879551,7103 Lauma Dr.,SIOUX CITY,IA,51102,700POST5L70,700 Minute Family,SD3SL1FF701060,
900001060,BARKER,CATHRYN,66,F,5496924760,19561 Slines Oak St.,DECATUR,IL,62524,ULPRE50,Unlimited Prepaid,SD3SL1FF701061,
900001061,ESPINOZA,ALBA,31,F,5673227217,16472 Hornell Ave.,CHARLESTON,WV,25331,ULPRE2D,Unlimited Prepaid,SD3SL1FF701062,
900001062,HUMPHREY,ALFONSO,70,M,3833727717,16251 Back Highfield Ave.,ATLANTA,GA,30360,700POST5L70,700 Minute Family,SD3SL1FF701063,
900001063,ACEVEDO,GINGER,32,F,4357853477,8905 Messervy Way,AUSTIN,TX,78729,700POST5L70,700 Minute Family,SD3SL1FF701064,
900001064,SWEET,MILFORD,22,M,2596588468,17902 Nyara Dr.,NORTH LITTLE ROCK,AR,72116,5503L60,550 Minute Family,SD3SL1FF701065,
900001065,FIELDS,MARIETTA,32,F,7069026475,5533 Pocket Ave.,INGLEWOOD,CA,90308,700POST5L70,700 Minute Family,SD3SL1FF701066,
900001066,SCHULTZ,LEO,20,M,6184988670,182 Wellcome St.,GLENDALE,AZ,85305,700POST5L70,700 Minute Family,SD3SL1FF701067,
900001067,PADILLA,HARVEY,47,M,5676261143,17198 Purdon Dr.,FORT WAYNE,IN,46852,ULPRE50,Unlimited Prepaid,SD3SL1FF701068,
900001068,NASH,LEAH,49,F,6472964317,10040 Bertoli St.,TOPEKA,KS,66614,700POST5L70,700 Minute Family,SD3SL1FF701069,
900001069,DUKE,FLOYD,26,M,5273258299,18886 Dunniwood Pkwy.,MESA,AZ,85206,450POST40,450 Minute,SD3SL1FF701070,
900001070,DUNCAN,JOHNATHON,25,M,6852712406,10985 Old Winkle Point Ave.,NYN ISLAND,NY,10302,450POST40,450 Minute,SD3SL1FF701071,
900001071,FOWLER,ALONZO,19,M,6859374755,13496 S Rankin Blvd.,ANNAPOLIS,MD,21404,250PRE25,250 Minute Prepaid,SD3SL1FF701072,
900001072,INGRAM,ALLISON,26,F,7015488681,13255 Idle Wild St.,HOUSTON,TX,77082,700POST5L70,700 Minute Family,SD3SL1FF701073,
900001073,FOREMAN,MOHAMED,42,M,3002255518,9173 Skagit St.,NEWARK,NJ,7192,450POST40,450 Minute,SD3SL1FF701074,
900001074,MAYER,GWEN,44,F,6678728071,4135 Don Carlos St.,WASHINGTON,DC,20355,450POST40,450 Minute,SD3SL1FF701075,
900001075,BELL,WYATT,46,M,7313068399,3954 Oaklands Park Dr.,FAIRFAX,VA,22033,ULPRE50,Unlimited Prepaid,SD3SL1FF701076,
900001076,GARDNER,MARTY,48,M,8847227539,18048 S Ridgedale Way,EL PASO,TX,88536,250PRE25,250 Minute Prepaid,SD3SL1FF701077,
900001077,DUKE,FABIAN,67,M,9483725546,12166 Jonesville St.,OMAHA,NE,68180,250PRE25,250 Minute Prepaid,SD3SL1FF701078,
900001078,OSBORNE,ALPHONSO,33,M,3956423045,19132 Herring Brook Ave.,NEW YORK,NY,10277,ULPRE50,Unlimited Prepaid,SD3SL1FF701079,
900001079,MONROE,JEREMY,66,M,5719402841,11290 Lesher St.,GREEN BAY,WI,54306,450POST40,450 Minute,SD3SL1FF701080,
900001080,MCCULLOUGH,JEWEL,21,F,8788944501,4559 S Esmond Dr.,RALEIGH,NC,27699,450POST40,450 Minute,SD3SL1FF701081,
900001081,REILLY,ERIK,19,M,2796677004,10032 Smeaton Grange Dr.,CARLSBAD,CA,92018,900POST60,900 Minute,SD3SL1FF701082,
900001082,HOLT,COREY,39,M,8036223852,14803 Scaup Ave.,DENVER,CO,80281,900POST60,900 Minute,SD3SL1FF701083,
900001083,MOONEY,JANET,67,F,4746768322,13150 S Southport Pkwy.,WASHINGTON,DC,20203,1400POST5L90,1400 Minute Family,SD3SL1FF701084,
900001084,SELLERS,DANIEL,63,M,2948903844,8078 Fruitdale Blvd.,PEORIA,IL,61635,1400POST5L90,1400 Minute Family,SD3SL1FF701085,
900001085,WALTERS,APRIL,38,F,9540425305,17719 Foxs Pkwy.,MIAMI,FL,33180,700POST5L70,700 Minute Family,SD3SL1FF701086,
900001086,GOMEZ,ROSALIE,33,F,4272388900,855 Kidbrooke Park Pkwy.,AURORA,CO,80010,ULPRE50,Unlimited Prepaid,SD3SL1FF701087,
900001087,MORRISON,HUGO,19,M,2714786343,5930 Addleman Dr.,PORT SAINT LUCIE,FL,34986,700POST5L70,700 Minute Family,SD3SL1FF701088,
900001088,MCFARLAND,CURT,21,M,9435929434,3682 Shodham Pkwy.,SAN JOSE,CA,95157,ULPRE50,Unlimited Prepaid,SD3SL1FF701089,
900001089,FROST,LOWELL,50,M,7896565948,4022 Edgemore Ave.,JACKSON,MS,39286,250PRE25,250 Minute Prepaid,SD3SL1FF701090,
900001090,HEWITT,GUSTAVO,40,M,9147709049,1331 Pondview Dr.,OKLAHOMA CITY,OK,73101,900POST60,900 Minute,SD3SL1FF701091,
900001091,BARTON,HELENA,48,F,5665077205,8544 St Eva Dr.,SAN ANTONIO,TX,78227,ULPRE50,Unlimited Prepaid,SD3SL1FF701092,
900001092,STEIN,KERRY,33,M,8468288986,15268 Ox Meadow Ln.,HAMPTON,VA,23665,2100POST5L110,2100 Minute Family,SD3SL1FF701093,
900001093,COPELAND,WALTER,46,M,8575769466,6533 Donwood Ln.,VANCOUVER,WA,98665,700POST5L70,700 Minute Family,SD3SL1FF701094,
900001094,RUSSELL,EARLINE,53,F,6245203542,14287 William Kirk St.,TRENTON,NJ,8608,ULPRE2D,Unlimited Prepaid,SD3SL1FF701095,
900001095,BARTON,HARVEY,23,M,6849357560,1080 Montague Pkwy.,STOCKTON,CA,95207,ULPOST70,Unlimited,SD3SL1FF701096,
900001096,HOLMAN,GABRIEL,21,M,6012783284,9120 Cendry Ave.,MADISON,WI,53714,900POST60,900 Minute,SD3SL1FF701097,
900001097,HUFFMAN,MYRTLE,29,F,4077898194,11416 Cambryar Ave.,TULSA,OK,74192,250PRE25,250 Minute Prepaid,SD3SL1FF701098,
900001098,QUINN,FEDERICO,62,M,5267614485,12540 Eljer St.,LOUISVILLE,KY,40289,250PRE25,250 Minute Prepaid,SD3SL1FF701099,
900001099,KIRK,VONDA,34,F,4076843850,4083 Puerto Vallarta St.,BUFFALO,NY,14222,5503L60,550 Minute Family,SD3SL1FF701100,
900001100,JACOBS,JESSIE,66,M,5737523373,8619 Baltimore Blvd.,BUFFALO,NY,14222,5503L60,550 Minute Family,SD3SL1FF701101,
900001101,SHARPE,MABEL,34,F,8288669845,12877 Fortunegate Ln.,BRONX,NY,10469,250PRE25,250 Minute Prepaid,SD3SL1FF701102,
900001102,DAVIS,JOESPH,67,M,4214896713,19548 Lakewind Ln.,DENVER,CO,80295,1400POST5L90,1400 Minute Family,SD3SL1FF701103,
900001103,BELL,BERRY,49,M,6869365780,8057 Behrns Ln.,SPARTANBURG,SC,29305,ULPRE2D,Unlimited Prepaid,SD3SL1FF701104,
900001104,HOPPER,WILMA,53,F,9755227295,9012 Kiersted Ln.,BOSTON,MA,2297,450POST40,450 Minute,SD3SL1FF701105,
900001105,BUSH,RUBIN,45,M,6735071563,7419 Munn Ln.,SAINT PETERSBURG,FL,33711,ULPRE50,Unlimited Prepaid,SD3SL1FF701106,
900001106,LONG,ESSIE,61,F,9833178720,9266 N Kemman St.,MINNEAPOLIS,MN,55410,5503L60,550 Minute Family,SD3SL1FF701107,
900001107,SHEPHERD,SCOT,46,M,8312163736,11366 Kenbrook Dr.,SACRAMENTO,CA,94234,ULPOST5L120,2100 Minute Family,SD3SL1FF701108,
900001108,CONNER,VICENTE,66,M,3696179488,591 Semaan St.,OKLAHOMA CITY,OK,73119,700POST5L70,700 Minute Family,SD3SL1FF701109,
900001109,SHORT,EUGENE,33,M,7815576157,2676 Featherby Dr.,LAS CRUCES,NM,88005,ULPRE50,Unlimited Prepaid,SD3SL1FF701110,
900002630,FRANKS,JOSEPHINE,39,F,2637478786,19002 Majors Blvd.,MIAMI,FL,33168,ULPRE50,Unlimited Prepaid,SD3SL1FF701111,
900008281,BYRD,CARMEN,51,F,8284402443,8509 Cumbrae St.,FRANKFORT,KY,40602,ULPRE2D,Unlimited Prepaid,SD3SL1FF701112,
900008402,DALE,TOBY,41,M,8403419066,11289 Littman Ave.,EL PASO,TX,79968,1400POST5L90,1400 Minute Family,SD3SL1FF701113,
900008843,RANDALL,ANTONIA,65,F,8849329938,10800 Centre Pointe Ave.,SUFFOLK,VA,23434,5503L60,550 Minute Family,SD3SL1FF701114,
900005004,LYNCH,CARRIE,48,F,5004388280,17725 Sun Valley Ln.,ATLANTA,GA,30353,ULPRE50,Unlimited Prepaid,SD3SL1FF701115,
900006945,LEON,REGGIE,64,M,6947785608,18362 Club Park Dr.,DAVENPORT,IA,52802,450POST40,450 Minute,SD3SL1FF701116,
900008736,COLLIER,JEFFERY,49,M,8738295018,12911 Juniperberry Dr.,TEMPLE,TX,76504,1400POST5L90,1400 Minute Family,SD3SL1FF701117,
900005607,TODD,JODY,49,F,5605812748,9356 Killick St.,PHILADELPHIA,PA,19125,2100POST5L110,2100 Minute Family,SD3SL1FF701118,
900008548,LYNCH,BERTIE,26,F,8544965510,2945 Santayana Ave.,HUNTINGTON,WV,25770,ULPRE50,Unlimited Prepaid,SD3SL1FF701119,
900002419,MERCER,LUCIA,18,F,2419633983,15760 Stoney Lea Pkwy.,HUNTINGTON,WV,25775,250PRE25,250 Minute Prepaid,SD3SL1FF701120,
900001120,ROY,IMOGENE,43,F,9588279132,8454 East Hirsch Dr.,WACO,TX,76704,700POST5L70,700 Minute Family,SD3SL1FF701121,
900001121,BECK,GREG,29,M,4509373394,1742 Cintra St.,CHAMPAIGN,IL,61822,250PRE25,250 Minute Prepaid,SD3SL1FF701122,
900001122,MCCORMICK,ALMA,58,F,8757253833,16300 Kielgart Ave.,NEWARK,DE,19718,ULPRE50,Unlimited Prepaid,SD3SL1FF701123,
900001123,HILL,KELVIN,49,M,4818756234,1515 Cranbrooke Ln.,IRVING,TX,75061,ULPRE50,Unlimited Prepaid,SD3SL1FF701124,
900001124,FINLEY,GARTH,22,M,3494754963,4873 Terrel Dr.,AKRON,OH,44326,ULPRE50,Unlimited Prepaid,SD3SL1FF701125,
900001125,BRIGHT,TAMRA,62,F,9736927714,16763 St. Matthews St.,LEES SUMMIT,MO,64082,ULPOST70,Unlimited,SD3SL1FF701126,
900001126,MCDANIEL,JULIUS,45,M,3134528237,6007 N Harrison Hwy.,BELLEVUE,WA,98007,ULPRE50,Unlimited Prepaid,SD3SL1FF701127,
900001127,BENSON,LOUELLA,44,F,9353223048,8448 Girdle Pkwy.,ALEXANDRIA,VA,22320,250PRE25,250 Minute Prepaid,SD3SL1FF701128,
900001128,BELL,ALFRED,19,M,4275443931,9912 Quiver Pkwy.,PORT WASHINGTON,NY,11052,900POST60,900 Minute,SD3SL1FF701129,
900001129,CAMACHO,SHARLENE,21,F,6447590893,8025 Timber Point Ave.,SAN DIEGO,CA,92198,2100POST5L110,2100 Minute Family,SD3SL1FF701130,
900001130,TRAVIS,ALFONZO,66,M,8458198123,8481 Holmbury Way,MADISON,WI,53713,ULPRE2D,Unlimited Prepaid,SD3SL1FF701131,
900001131,VEGA,ASHLEY,45,F,2716849411,5106 Hanlon Blvd.,LOUISVILLE,KY,40229,700POST5L70,700 Minute Family,SD3SL1FF701132,
900001132,CASEY,ANDREA,67,F,6777709626,6336 Lambeth Palace Pkwy.,KENT,WA,98089,ULPRE2D,Unlimited Prepaid,SD3SL1FF701133,
900001133,KELLEY,BRICE,40,M,7995848623,16722 Eldershaw Pkwy.,ORLANDO,FL,32816,ULPRE50,Unlimited Prepaid,SD3SL1FF701134,
900001134,PRINCE,KERI,39,F,3914772306,948 Bodalla Dr.,NORMAN,OK,73071,ULPOST70,Unlimited,SD3SL1FF701135,
900001135,SKINNER,LISA,21,F,6568504340,1201 High Haith Pkwy.,SAVANNAH,GA,31401,900POST60,900 Minute,SD3SL1FF701136,
900001136,MEDINA,LAWANDA,18,F,7753927258,17441 Arthurdon Hwy.,PHILADELPHIA,PA,19134,700POST5L70,700 Minute Family,SD3SL1FF701137,
900001137,WATKINS,FRANCESCA,54,F,7995343768,5402 Leathwell Way,FAIRBANKS,AK,99701,700POST5L70,700 Minute Family,SD3SL1FF701138,
900001138,SCHMIDT,ARTURO,36,M,3164043793,11599 Biehn Ave.,HOUSTON,TX,77043,ULPRE50,Unlimited Prepaid,SD3SL1FF701139,
900001139,CONLEY,ANTOINE,48,M,2254572623,9815 Cambleton Ave.,SANTA CLARA,CA,95050,450POST40,450 Minute,SD3SL1FF701140,
900001140,WARD,JANNIE,23,F,6643616602,11550 Kowari St.,BOSTON,MA,2112,ULPOST70,Unlimited,SD3SL1FF701141,
900001141,LYNCH,SHARI,47,F,9679126833,9632 North Dunton St.,SEATTLE,WA,98103,ULPOST5L120,2100 Minute Family,SD3SL1FF701142,
900001142,STEVENSON,TOMAS,32,M,8035769229,2986 Moores St.,MESA,AZ,85214,900POST60,900 Minute,SD3SL1FF701143,
900001143,MOLINA,JASMINE,60,F,8287092223,9566 S Carlinda Pkwy.,CANTON,OH,44767,ULPRE50,Unlimited Prepaid,SD3SL1FF701144,
900001144,MCMILLAN,MANUELA,64,F,4102617849,3230 West Dares Beach Ave.,DENVER,CO,80251,2100POST5L110,2100 Minute Family,SD3SL1FF701145,
900001145,YORK,ED,70,M,5194422923,3665 Upper Trinity Ave.,WASHINGTON,DC,20440,700POST5L70,700 Minute Family,SD3SL1FF701146,
900001146,GREEN,GROVER,48,M,3235518551,13886 Corregidor St.,SCOTTSDALE,AZ,85271,ULPOST70,Unlimited,SD3SL1FF701147,
900001147,SHEPHERD,ELEANOR,39,F,9294516727,11259 Dorcar St.,OKLAHOMA CITY,OK,73157,900POST60,900 Minute,SD3SL1FF701148,
900001148,SANDERS,RONNY,64,M,3402195972,2111 SE Erie Ave.,MIAMI,FL,33129,ULPRE2D,Unlimited Prepaid,SD3SL1FF701149,
900001149,MELENDEZ,HUMBERTO,18,M,8296574739,8076 W Holbrook St.,DAYTON,OH,45405,250PRE25,250 Minute Prepaid,SD3SL1FF701150,
900001150,KEMP,ALEC,63,M,7474707839,10910 East Oaksbury Blvd.,AMARILLO,TX,79118,ULPRE50,Unlimited Prepaid,SD3SL1FF701151,
900001151,PACHECO,MORRIS,26,M,6296346439,16756 Northwest Market Pkwy.,COLORADO SPRINGS,CO,80924,5503L60,550 Minute Family,SD3SL1FF701152,
900001152,SUAREZ,KATINA,57,F,8997807081,12777 Ranchview Ln.,HONOLULU,HI,96805,250PRE25,250 Minute Prepaid,SD3SL1FF701153,
900001153,WILDER,JON,64,M,8294523092,10168 N Bothwell Ln.,OCEANSIDE,CA,92054,700POST5L70,700 Minute Family,SD3SL1FF701154,
900001154,KNOX,LAKISHA,59,F,8694254223,3741 Estridge St.,MC LEAN,VA,22109,250PRE25,250 Minute Prepaid,SD3SL1FF701155,
900001155,MYERS,ELVA,55,F,3286417652,16794 Martinsend Ave.,GRAND FORKS,ND,58207,ULPRE50,Unlimited Prepaid,SD3SL1FF701156,
900001156,MACIAS,NOLA,42,F,7363613166,15191 Drakes Ave.,DETROIT,MI,48205,450POST40,450 Minute,SD3SL1FF701157,
900001157,FARLEY,JULIETTE,56,F,6213982316,17321 Applenut St.,PHOENIX,AZ,85085,ULPOST5L120,2100 Minute Family,SD3SL1FF701158,
900001158,HUFFMAN,ROBBIE,58,F,5809451453,16998 Rotella Way,BUFFALO,NY,14201,ULPRE50,Unlimited Prepaid,SD3SL1FF701159,
900001159,PARK,ANIBAL,65,M,2606824043,8185 Townly St.,CHARLOTTE,NC,28297,1400POST5L90,1400 Minute Family,SD3SL1FF701160,
900001160,ESPINOZA,TYRONE,39,M,7857029295,18109 Churchtown Ln.,DES MOINES,IA,50306,450POST40,450 Minute,SD3SL1FF701161,
900001161,CLEMENTS,DEE,52,F,4763199883,10109 Peardon Way,BALTIMORE,MD,21218,2100POST5L110,2100 Minute Family,SD3SL1FF701162,
900001162,CARRILLO,TIFFANY,41,F,2705527756,16754 Knob Dr.,SEATTLE,WA,98109,700POST5L70,700 Minute Family,SD3SL1FF701163,
900001163,GAY,ABEL,50,M,2308709112,457 Aromas Heights Ave.,RESTON,VA,20194,5503L60,550 Minute Family,SD3SL1FF701164,
900001164,EVERETT,DWAYNE,35,M,4519925410,19292 White Creek Blvd.,MODESTO,CA,95357,5503L60,550 Minute Family,SD3SL1FF701165,
900001165,BERRY,LYMAN,65,M,2637664939,4401 Pettibush St.,FRESNO,CA,93703,900POST60,900 Minute,SD3SL1FF701166,
900001166,HARPER,VINCE,33,M,3072784650,12542 Sequdia St.,SACRAMENTO,CA,94279,ULPOST5L120,2100 Minute Family,SD3SL1FF701167,
900001167,HANSON,JACK,24,M,3176182277,5363 Wrenfield Blvd.,BROOKSVILLE,FL,34605,700POST5L70,700 Minute Family,SD3SL1FF701168,
900001168,MONROE,MARCELO,51,M,8075025909,6540 Meadow Farm Ln.,DAYTON,OH,45410,2100POST5L110,2100 Minute Family,SD3SL1FF701169,
900001169,TILLMAN,ED,63,M,6734312614,9145 Radar Dr.,FLINT,MI,48557,700POST5L70,700 Minute Family,SD3SL1FF701170,
900001170,CLARK,FERNANDO,35,M,2688859272,11975 Pratton Blvd.,VAN NUYS,CA,91405,450POST40,450 Minute,SD3SL1FF701171,
900001171,BRADFORD,ERROL,52,M,6486366050,359 West Bagwell Ln.,KANSAS CITY,MO,64132,900POST60,900 Minute,SD3SL1FF701172,
900001172,COTTON,FLORA,26,F,9036978064,11568 Merstham Pkwy.,ATLANTA,GA,30389,1400POST5L90,1400 Minute Family,SD3SL1FF701173,
900001173,FARLEY,KATHERINE,22,F,6945982493,18674 Pine Tree Ave.,BAKERSFIELD,CA,93301,250PRE25,250 Minute Prepaid,SD3SL1FF701174,
900001174,PENA,DARWIN,63,M,3784849844,6114 Viden Ln.,MARIETTA,GA,30090,450POST40,450 Minute,SD3SL1FF701175,
900001175,FLORES,MIA,38,F,5016979531,7140 Wincott Dr.,SPOKANE,WA,99205,250PRE25,250 Minute Prepaid,SD3SL1FF701176,
900001176,PEREZ,RAFAEL,52,M,2503724784,3859 Vernaccia Dr.,MINNEAPOLIS,MN,55419,ULPRE50,Unlimited Prepaid,SD3SL1FF701177,
900001177,REYNOLDS,DEANDRE,66,M,4334477395,2993 Hillrod St.,MINNEAPOLIS,MN,55486,2100POST5L110,2100 Minute Family,SD3SL1FF701178,
900001178,FOSTER,NICHOLE,48,F,3865264359,8712 Belland Dr.,HUNTINGTON,WV,25777,5503L60,550 Minute Family,SD3SL1FF701179,
900001179,BENSON,SYLVESTER,54,M,5557174299,9096 Rolf Pkwy.,GREENSBORO,NC,27455,ULPRE50,Unlimited Prepaid,SD3SL1FF701180,
900001180,WEBER,PHIL,35,M,8334895476,2041 Julia Dawn Pkwy.,SPRINGFIELD,IL,62791,2100POST5L110,2100 Minute Family,SD3SL1FF701181,
900001181,HEATH,AMANDA,54,F,7329323449,7350 Southeast Sebring Pkwy.,TUCSON,AZ,85709,ULPRE2D,Unlimited Prepaid,SD3SL1FF701182,
900001182,MULLINS,MORTON,37,M,4198569191,18595 Betz Pkwy.,WINSTON SALEM,NC,27105,700POST5L70,700 Minute Family,SD3SL1FF701183,
900001183,CARLSON,ALFREDO,39,M,7787022239,12179 Hornshay Dr.,BATTLE CREEK,MI,49015,900POST60,900 Minute,SD3SL1FF701184,
900001184,MCINTOSH,LEMUEL,40,M,8788819634,11270 Old Lunenburg Ln.,MONTGOMERY,AL,36104,ULPRE2D,Unlimited Prepaid,SD3SL1FF701185,
900001185,RIOS,DORTHY,58,F,8763048088,4942 Piney Glade St.,SAN DIEGO,CA,92149,900POST60,900 Minute,SD3SL1FF701186,
900001186,WISE,TASHA,21,F,9898449087,19269 E Lester Way,BAKERSFIELD,CA,93306,2100POST5L110,2100 Minute Family,SD3SL1FF701187,
900001187,MOORE,LYNNE,54,F,5417919694,14720 Checkered Flag Ave.,TRENTON,NJ,8611,ULPRE50,Unlimited Prepaid,SD3SL1FF701188,
900001188,ODONNELL,CASEY,33,F,4695493518,18957 Martindale Way,WORCESTER,MA,1609,ULPRE50,Unlimited Prepaid,SD3SL1FF701189,
900001189,BERGER,LUCIO,33,M,5686459847,11553 Camp Arequipa Way,IRVING,TX,75060,ULPRE50,Unlimited Prepaid,SD3SL1FF701190,
900001190,JOHNSON,ARTURO,67,M,4568963836,3800 Beaconsfield Terrace St.,OKLAHOMA CITY,OK,73184,ULPOST70,Unlimited,SD3SL1FF701191,
900001191,WITT,FAY,36,F,2297066968,3508 S Colborne St.,MONTPELIER,VT,5601,700POST5L70,700 Minute Family,SD3SL1FF701192,
900001192,COOPER,ADELINE,70,F,2385503185,17481 S Bright Ln.,HOUSTON,TX,77210,1400POST5L90,1400 Minute Family,SD3SL1FF701193,
900001193,DALTON,LENARD,41,M,7392145871,8519 Worts Hill Way,SPOKANE,WA,99213,450POST40,450 Minute,SD3SL1FF701194,
900001194,GOLDEN,EBONY,66,F,6787428373,16891 Bridgenhall St.,LEES SUMMIT,MO,64086,250PRE25,250 Minute Prepaid,SD3SL1FF701195,
900001195,GAMBLE,ELMO,27,M,3572963071,15203 Colbert St.,ANAHEIM,CA,92804,ULPRE50,Unlimited Prepaid,SD3SL1FF701196,
900001196,WATERS,WADE,60,M,6876222561,2550 W Century Ln.,DES MOINES,IA,50328,ULPOST70,Unlimited,SD3SL1FF701197,
900001197,BARBER,OPHELIA,40,F,2532927083,9173 Belluscio St.,WASHINGTON,DC,20003,700POST5L70,700 Minute Family,SD3SL1FF701198,
900001198,FULTON,HARVEY,63,M,7243619135,6467 Ollin Pkwy.,JAMAICA,NY,11425,5503L60,550 Minute Family,SD3SL1FF701199,
900001199,BOYD,TIA,26,F,5388654748,19707 Farness Way,CHICAGO,IL,60623,900POST60,900 Minute,SD3SL1FF701200,
900001200,ONEIL,LEAH,18,F,8139885124,15778 Gwenbury Ln.,RICHMOND,VA,23231,900POST60,900 Minute,SD3SL1FF701201,
900001201,BRYAN,IRVING,25,M,2368246862,2990 South Natali Way,PALM BAY,FL,32909,ULPRE50,Unlimited Prepaid,SD3SL1FF701202,
900001202,JARVIS,ANIBAL,51,M,2373956313,8664 Bowden View Way,PHOENIX,AZ,85054,ULPOST70,Unlimited,SD3SL1FF701203,
900001203,BALL,LISA,69,F,6303995143,4210 Windstone Way,COLORADO SPRINGS,CO,80924,ULPRE50,Unlimited Prepaid,SD3SL1FF701204,
900001204,SANTIAGO,SHELDON,49,M,7732453379,146 Windy Knolls St.,FRESNO,CA,93727,ULPRE50,Unlimited Prepaid,SD3SL1FF701205,
900001205,BALLARD,RUTH,22,F,4447447012,5484 Locksmeade St.,DALLAS,TX,75355,700POST5L70,700 Minute Family,SD3SL1FF701206,
900001206,BARLOW,DION,57,M,5452618375,567 Hoyts Ln.,MEMPHIS,TN,38113,ULPRE50,Unlimited Prepaid,SD3SL1FF701207,
900001207,CASTRO,PATSY,52,F,8576089571,16401 Colton School Ave.,KNOXVILLE,TN,37919,ULPOST70,Unlimited,SD3SL1FF701208,
900001208,LAWRENCE,LEON,49,M,5843857009,7705 Korndyk Ave.,FORT LAUDERDALE,FL,33339,700POST5L70,700 Minute Family,SD3SL1FF701209,
900001209,ROSS,BARNEY,38,M,3013974925,5402 W Silver Lake St.,JACKSON,MS,39286,900POST60,900 Minute,SD3SL1FF701210,
900001210,WILKINS,RODRIGO,20,M,3479619943,7518 Pohick Crest St.,RALEIGH,NC,27690,250PRE25,250 Minute Prepaid,SD3SL1FF701211,
900001211,HARPER,GARLAND,27,M,7877343212,1257 Glasbrook Dr.,AUSTIN,TX,78738,250PRE25,250 Minute Prepaid,SD3SL1FF701212,
900001212,HOLDEN,CESAR,22,M,3872089039,7609 E Morse Pkwy.,EVANSVILLE,IN,47739,2100POST5L110,2100 Minute Family,SD3SL1FF701213,
900001213,NIELSEN,CLAY,66,M,7937622565,14134 Askren Blvd.,RICHMOND,VA,23224,450POST40,450 Minute,SD3SL1FF701214,
900001214,GREEN,JOANN,40,F,3998626606,15690 Turp Dr.,NEW HAVEN,CT,6505,250PRE25,250 Minute Prepaid,SD3SL1FF701215,
900001215,COHEN,LAKEISHA,36,F,6948007438,12510 Arlene St.,SAN DIEGO,CA,92191,450POST40,450 Minute,SD3SL1FF701216,
900001216,PORTER,JOHN,55,F,2394526837,17042 Oakington Manor Hwy.,ATLANTA,GA,30302,450POST40,450 Minute,SD3SL1FF701217,
900001217,HAYS,OFELIA,37,F,8903783148,15269 N Manchester Pkwy.,GALVESTON,TX,77550,ULPRE2D,Unlimited Prepaid,SD3SL1FF701218,
900001218,MOONEY,GRANT,38,M,4742545763,12719 Treptow St.,HOUSTON,TX,77010,700POST5L70,700 Minute Family,SD3SL1FF701219,
900001219,MARTIN,BETH,21,F,9197537983,6921 White House Pkwy.,ORLANDO,FL,32819,1400POST5L90,1400 Minute Family,SD3SL1FF701220,
900001220,WALTERS,ERNEST,46,M,3719322061,8951 Birrima Ln.,FORT WAYNE,IN,46815,450POST40,450 Minute,SD3SL1FF701221,
900001221,HOFFMAN,STEVE,35,M,3266764295,17469 Mentana Ave.,KNOXVILLE,TN,37919,900POST60,900 Minute,SD3SL1FF701222,
900001551,HANEY,JARVIS,52,M,5615515029,14309 Lorinda Dr.,ORLANDO,FL,32893,700POST5L70,700 Minute Family,SD3SL1FF701223,
900001223,SPARKS,ANGELICA,24,F,5873855077,2656 Kilkenny Pkwy.,PENSACOLA,FL,32591,700POST5L70,700 Minute Family,SD3SL1FF701224,
900001224,CARVER,LILY,69,F,6784559791,7994 Masons Green Way,WASHINGTON,DC,20594,250PRE25,250 Minute Prepaid,SD3SL1FF701225,
900001225,HODGE,KELLI,54,F,7174724786,10846 E Foreman Ave.,WINSTON SALEM,NC,27102,250PRE25,250 Minute Prepaid,SD3SL1FF701226,
